========================================
PeerTalk Performance Test Partner
Version: 1.0.0
Mode: echo
========================================

Initializing PeerTalk...
Starting discovery on port 7353...
Starting TCP listener on port 7354...
Running until Ctrl+C...

[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[ECHO] 9400 messages echoed
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[ECHO] 9500 messages echoed
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[STATUS] 1360 sec: peers=11, msgs=9514, connected=yes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[ECHO] 9600 messages echoed
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[ECHO] 9700 messages echoed
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[ECHO] 9800 messages echoed
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[ECHO] 9900 messages echoed
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[STATUS] 1370 sec: peers=11, msgs=9936, connected=yes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
[MESSAGE] From peer 1: 512 bytes
